Time,PtfmTDX_Floater,PtfmTDY_Floater,PtfmTDZ_Floater,PtfmRDX_Floater,PtfmRDY_Floater,PtfmRDZ_Floater,Vx_Floater_local,Vy_Floater_local,Vz_Floater_local,Wx_Floater,Wy_Floater,Wz_Floater
1188.5,26.035789152186553,-44.59991973648701,15.828180071368509,-0.07649394869804382,-1.5260905027389526,0.1391328126192093,-0.02349613894048897,-0.10731532689143178,0.057901920109714705,-0.0067660012282431126,0.026407090947031975,-0.002007989911362529
1188.75,26.027744701216022,-44.62867963363486,15.841187938557601,-0.07693856209516525,-1.5195286273956299,0.1355781853199005,-0.04089978157618609,-0.12282184787448,0.046143317350108806,0.0024736551567912106,0.02613383531570435,-0.026396941393613815
1189.0,26.01603959194935,-44.660383083536416,15.851525617901661,-0.07522153854370117,-1.5131703615188599,0.1267482191324234,-0.05278857734043233,-0.13086457723297154,0.03653762068244134,0.009417044930160046,0.02483406662940979,-0.04420474171638489
1189.25,26.002103882361325,-44.693210316182835,15.859712341182243,-0.07194819301366806,-1.5072736740112305,0.11431809514760971,-0.0587472202753578,-0.13180449055359247,0.028943176317051938,0.014167150482535362,0.02247040905058384,-0.055194757878780365
1189.5,25.987385189276036,-44.725521048228416,15.866184108898292,-0.06763886660337448,-1.5021024942398071,0.09993095695972443,-0.05904541005662062,-0.12672679879612453,0.022814757983346676,0.017303915694355965,0.019046537578105927,-0.059859976172447205
1189.75,25.97319808554633,-44.756008308589784,15.87121221930479,-0.06263568997383118,-1.497907042503357,0.08503313362598419,-0.054487721551316044,-0.11720104288832262,0.017406212806785254,0.019609779119491577,0.01465418841689825,-0.05928068608045579
1190.0,25.960616259883007,-44.78378136149443,15.874885543778364,-0.05708768591284752,-1.4949020147323608,0.07075346261262894,-0.046193266684339825,-0.10499900302478567,0.011982560718949991,0.02179316058754921,0.009505159221589565,-0.05491690710186959
1190.25,25.950422361683035,-44.80837689893665,15.877140988484639,-0.05100128799676895,-1.4932358264923096,0.0578385852277279,-0.035374347676632514,-0.0917686993005599,0.00606677363656475,0.024203980341553688,0.003918446134775877,-0.04836564138531685
1190.5,25.943104227645268,-44.829696298084976,15.877849246551321,-0.044348038733005524,-1.4929736852645874,0.04664846509695053,-0.023177926666045904,-0.0787811473493797,-0.00039566353367529345,0.026691148057579994,-0.0017517112428322437,-0.0411229394376278
1190.75,25.938882446997027,-44.847899040289434,15.876917775050678,-0.03718087822198868,-1.4940979480743408,0.03720558062195778,-0.010596260511018571,-0.06683050519061616,-0.007054262220376172,0.02868371270596981,-0.007195936515927316,-0.034392040222883224
1191.0,25.937752282013744,-44.863286891813715,15.8743745248413,-0.029714209958910946,-1.496526837348938,0.029282771050930023,0.0015613647745110724,-0.05626035220078981,-0.013295130059959758,0.02940788678824902,-0.01220610272139311,-0.028966180980205536
