Time,telescoping,luffing,slewing,telescoping_vel,luffing_vel,slewing_vel
1316.5,-0.8777550937514889,3.8915340718152427,2.380632719925176,-0.279931067375406,-0.11557336537110974,0.1398871996834794
1316.75,-0.9421663576887269,3.8203903546037568,2.392746546974459,-0.23548386548048003,-0.476907779522727,-0.044846869110132914
1317.0,-0.9944276640726635,3.653080182053879,2.3582092853701098,-0.18249689818556977,-0.8721397569999354,-0.2287529304801854
1317.25,-1.0325468909658646,3.384320476103789,2.278370081734366,-0.12219033261650789,-1.273972396310441,-0.40301027990762606
1317.5,-1.0548926082700518,3.0160939838986587,2.1567041454162967,-0.05619274347129276,-1.6531305520405786,-0.5594502657469822
1317.75,-1.0602728988096821,2.5577552000834998,1.998644948860875,0.0135783833890829,-1.9810154357949408,-0.6906860120740492
1318.0,-1.0479777476846053,2.0255862660011883,1.8113611393792721,0.08513360416124807,-2.2319249660862717,-0.7903373976075567
1318.25,-1.0177913716753224,1.441792717040364,1.6034762500570967,0.15650080151104423,-2.3852500500165994,-0.8532243699383009
1318.5,-0.9699911429633943,0.8329612409928886,1.3847489544101217,0.2258287757000954,-2.4272030072127917,-0.8757412603854187
1318.75,-0.9052854144679543,0.22819121343396798,1.1656056198643874,0.29147658044337,-2.351681361373694,-0.8561668317986428
1319.0,-0.8247780713937196,-0.3428794396939585,0.9566655385108003,0.3520643229354196,-2.1603390406076746,-0.7949805049053882
1319.25,-0.7298919212486723,-0.8519783068698693,0.7681153674116933,0.406421759616985,-1.8619888468065637,-0.6951475381523546
1319.5,-0.622332176597066,-1.2738738630972404,0.609091769434623,0.4534866822013198,-1.4714469694566341,-0.5621474038129178
1319.75,-0.5040666756366683,-1.5877017915981864,0.48704166550523437,0.4922119225329741,-1.008006773487125,-0.40397415528946923
1320.0,-0.3773360736347797,-1.7778772498408029,0.40710469178988834,0.5214529995304101,-0.4938010601137601,-0.230796327137341
1320.25,-0.24466829914757326,-1.8346023216550664,0.37164350193656387,0.539937441803425,0.047661559278942445,-0.05423923610026671
1320.5,-0.10890349051623716,-1.7540464702013316,0.379985073739755,0.5464203720090538,0.5927196036163376,0.1135324573381441
1320.75,0.026847991213351463,-1.5382425198468976,0.4284097306056359,0.539952604955739,1.1186072004976286,0.26116763304580726
1321.0,0.15930253718732246,-1.1947428699525173,0.5105688902626586,0.5200922064210731,1.6042782496042374,0.37928864635960635
1321.25,0.285136044252436,-0.736103395044779,0.6180540537854391,0.4869377957081904,2.031010753523261,0.46115103533278057
1321.5,0.4011069620618457,-0.179237493190887,0.7411444079290489,0.4411247270988358,2.3829776602679296,0.5031105515818504
1321.75,0.5042001060811288,0.4553854350891857,0.8696093295763643,0.3837590521665236,2.64779792725591,0.5046730062977351
