Time,wave
27.0,1.1816861629486084
27.25,1.0561153888702393
27.5,0.881650447845459
27.75,0.6799521446228027
28.0,0.4949490427970886
28.25,0.36748746037483215
28.5,0.31221410632133484
28.75,0.31018349528312683
29.0,0.3189831078052521
29.25,0.29256772994995117
29.5,0.20107421278953552
29.75,0.043369293212890625
30.0,-0.1511913537979126
30.25,-0.33325105905532837
30.5,-0.4538733661174774
30.75,-0.4875839054584503
31.0,-0.4461418688297272
31.25,-0.37335243821144104
31.5,-0.3213551342487335
31.75,-0.3215891420841217
32.0,-0.36926788091659546
32.25,-0.4319983422756195
32.5,-0.47614312171936035
32.75,-0.49079981446266174
33.0,-0.49098944664001465
33.25,-0.49828988313674927
33.5,-0.5162982940673828
33.75,-0.52333003282547
34.0,-0.49090611934661865
34.25,-0.4135146141052246
34.5,-0.3229706287384033
34.75,-0.2704346477985382
35.0,-0.2854638695716858
35.25,-0.3429872691631317
35.5,-0.36760401725769043
35.75,-0.27839237451553345
36.0,-0.04581436514854431
36.25,0.28007248044013977
36.5,0.5926057696342468
36.75,0.7891496419906616
37.0,0.8283695578575134
37.25,0.7458482384681702
37.5,0.620267927646637
37.75,0.517535924911499
38.0,0.45393794775009155
38.25,0.40142303705215454
38.5,0.32480955123901367
38.75,0.21735349297523499
39.0,0.10634474456310272
39.25,0.027216941118240356
39.5,-0.008845970034599304
39.75,-0.02491268515586853
40.0,-0.057349130511283875
40.25,-0.1223255842924118
40.5,-0.1991199553012848
40.75,-0.24528378248214722
41.0,-0.23183304071426392
41.25,-0.1693979650735855
41.5,-0.10329040139913559
41.75,-0.08056820929050446
42.0,-0.11514467000961304
42.25,-0.1785658895969391
42.5,-0.22377198934555054
42.75,-0.2229442000389099
43.0,-0.18982701003551483
43.25,-0.16927891969680786
43.5,-0.20230844616889954
43.75,-0.29289382696151733
44.0,-0.40065932273864746
44.25,-0.4637204706668854
44.5,-0.43491023778915405
44.75,-0.307442843914032
45.0,-0.1160435825586319
45.25,0.08318421244621277
45.5,0.2393091470003128
45.75,0.3253736197948456
46.0,0.3436304032802582
46.25,0.3193066716194153
46.5,0.28754639625549316
46.75,0.27750253677368164
47.0,0.2980731725692749
47.25,0.33194699883461
47.5,0.34434974193573
47.75,0.30571815371513367
48.0,0.21648624539375305
48.25,0.11595376580953598
48.5,0.06435298174619675
48.75,0.10559618473052979
49.0,0.23504404723644257
49.25,0.3970226049423218
49.5,0.5173688530921936
49.75,0.5499160289764404
50.0,0.5031929612159729
50.25,0.4267579913139343
50.5,0.3671674430370331
50.75,0.32808423042297363
51.0,0.26728883385658264
51.25,0.13455329835414886
51.5,-0.07905071973800659
51.75,-0.3213037848472595
52.0,-0.5076227784156799
52.25,-0.5793317556381226
52.5,-0.5469597578048706
52.75,-0.4837533235549927
53.0,-0.47220858931541443
53.25,-0.5434662103652954
53.5,-0.6558992266654968
53.75,-0.7294968366622925
54.0,-0.7093073129653931
54.25,-0.6086256504058838
54.5,-0.49845030903816223
54.75,-0.4518733620643616
55.0,-0.4874103367328644
55.25,-0.5556234121322632
55.5,-0.579268217086792
55.75,-0.5148459672927856
56.0,-0.38683614134788513
56.25,-0.2671852707862854
56.5,-0.21559910476207733
56.75,-0.22673186659812927
57.0,-0.22589479386806488
57.25,-0.1185513585805893
57.5,0.14086946845054626
57.75,0.5096274018287659
58.0,0.8742303252220154
58.25,1.113046407699585
58.5,1.162440538406372
58.75,1.0456218719482422
59.0,0.8503700494766235
59.25,0.674791693687439
59.5,0.5769070386886597
59.75,0.5556150674819946
60.0,0.5673660635948181
60.25,0.5613373517990112
60.5,0.5094319581985474
60.75,0.41592878103256226
61.0,0.3068525195121765
61.25,0.21013784408569336
61.5,0.13988946378231049
61.75,0.09241169691085815
62.0,0.05365748703479767
62.25,0.01144629716873169
62.5,-0.0357343852519989
62.75,-0.07878583669662476
63.0,-0.10632860660552979
63.25,-0.11527469754219055
63.5,-0.1156652569770813
63.75,-0.12564347684383392
64.0,-0.15964575111865997
64.25,-0.21855852007865906
64.5,-0.2896686792373657
64.75,-0.3567722737789154
65.0,-0.4122273623943329
65.25,-0.4605846405029297
65.5,-0.5101808905601501
65.75,-0.5598960518836975
66.0,-0.593727707862854
66.25,-0.5901684761047363
66.5,-0.5404186248779297
66.75,-0.45992904901504517
67.0,-0.3811545968055725
67.25,-0.33027154207229614
67.5,-0.3055940866470337
67.75,-0.2767485976219177
68.0,-0.20870539546012878
68.25,-0.09403148293495178
68.5,0.03239612281322479
68.75,0.1106875091791153
69.0,0.09528221189975739
69.25,-0.01191362738609314
69.5,-0.15980565547943115
69.75,-0.2797893285751343
70.0,-0.3272935152053833
70.25,-0.3025248944759369
70.5,-0.23670732975006104
70.75,-0.15786123275756836
71.0,-0.06592121720314026
71.25,0.06221824884414673
71.5,0.2432982176542282
71.75,0.46089962124824524
72.0,0.6662200093269348
72.25,0.8079532384872437
72.5,0.8670381903648376
72.75,0.8669641017913818
73.0,0.8500463366508484
73.25,0.839201033115387
73.5,0.8179596066474915
73.75,0.7470508813858032
74.0,0.6049188375473022
74.25,0.4178174138069153
74.5,0.25157198309898376
74.75,0.16760896146297455
75.0,0.17620119452476501
75.25,0.2245134860277176
75.5,0.2314697504043579
75.75,0.14499376714229584
76.0,-0.020966634154319763
76.25,-0.19750839471817017
76.5,-0.31126922369003296
76.75,-0.3363458812236786
77.0,-0.30936649441719055
77.25,-0.2986605167388916
77.5,-0.3527476191520691
77.75,-0.46721717715263367
78.0,-0.5922914147377014
78.25,-0.6716444492340088
78.5,-0.680935800075531
78.75,-0.6387103796005249
79.0,-0.586310088634491
79.25,-0.5567504167556763
79.5,-0.5570371150970459
79.75,-0.5730905532836914
80.0,-0.5866888761520386
80.25,-0.5866760015487671
80.5,-0.5664880275726318
80.75,-0.5156878232955933
81.0,-0.41949284076690674
81.25,-0.27113157510757446
81.5,-0.08692646026611328
81.75,0.09239795058965683
82.0,0.22068282961845398
82.25,0.2745082974433899
82.5,0.26912447810173035
82.75,0.24874630570411682
83.0,0.257502019405365
83.25,0.31308430433273315
83.5,0.4026467204093933
83.75,0.5018230676651001
84.0,0.5982610583305359
84.25,0.6979890465736389
84.5,0.8087295293807983
84.75,0.9161286354064941
85.0,0.9770551323890686
85.25,0.9412456750869751
85.5,0.7881728410720825
85.75,0.5508327484130859
86.0,0.30542728304862976
86.25,0.1307581067085266
86.5,0.06430605053901672
86.75,0.08455207198858261
87.0,0.1297977715730667
87.25,0.1376798152923584
87.5,0.0774451196193695
87.75,-0.0432988703250885
88.0,-0.19387927651405334
88.25,-0.3400132358074188
88.5,-0.4526260793209076
88.75,-0.5074050426483154
89.0,-0.4875510036945343
89.25,-0.39774712920188904
89.5,-0.28035154938697815
89.75,-0.21349388360977173
90.0,-0.27842479944229126
90.25,-0.5081697702407837
90.5,-0.8510218858718872
90.75,-1.1806949377059937
91.0,-1.3560677766799927
91.25,-1.2975722551345825
91.5,-1.0311447381973267
91.75,-0.6698981523513794
92.0,-0.3452778160572052
92.25,-0.1336033046245575
92.5,-0.025455772876739502
92.75,0.04726775735616684
93.0,0.15249425172805786
93.25,0.31253981590270996
93.5,0.5012415647506714
93.75,0.6771547794342041
94.0,0.8192967176437378
94.25,0.9350929260253906
94.5,1.0374958515167236
94.75,1.1164265871047974
95.0,1.1338441371917725
95.25,1.0502979755401611
95.5,0.8617006540298462
95.75,0.614506185054779
96.0,0.383708119392395
96.25,0.22804653644561768
96.5,0.15557008981704712
96.75,0.1246471256017685
97.0,0.07817892730236053
97.25,-0.01593203842639923
97.5,-0.14726507663726807
97.75,-0.27746593952178955
98.0,-0.3710581064224243
98.25,-0.4172826409339905
98.5,-0.4293408989906311
98.75,-0.4280455410480499
99.0,-0.4277324974536896
99.25,-0.43550562858581543
99.5,-0.4586562514305115
99.75,-0.5064510107040405
100.0,-0.5792943835258484
100.25,-0.6544835567474365
100.5,-0.6859244704246521
100.75,-0.6264870166778564
101.0,-0.46126455068588257
101.25,-0.22679132223129272
101.5,0.00211372971534729
101.75,0.1526431441307068
102.0,0.19451914727687836
102.25,0.15257897973060608
102.5,0.08392496407032013
102.75,0.038712382316589355
103.0,0.03423859179019928
103.25,0.05859227478504181
103.5,0.09476009011268616
103.75,0.14047494530677795
104.0,0.2060474306344986
104.25,0.29471731185913086
104.5,0.3871011734008789
104.75,0.44769585132598877
105.0,0.45014092326164246
105.25,0.3990812599658966
105.5,0.3273162245750427
105.75,0.2684673070907593
106.0,0.22834591567516327
106.25,0.1815783977508545
106.5,0.09912966191768646
106.75,-0.015852078795433044
107.0,-0.11675776541233063
107.25,-0.14146730303764343
107.5,-0.060855358839035034
107.75,0.09097163379192352
108.0,0.2323455810546875
108.25,0.2876429855823517
108.5,0.23931103944778442
108.75,0.13782620429992676
109.0,0.06062847375869751
109.25,0.050941623747348785
109.5,0.08348952978849411
109.75,0.08355364203453064
110.0,-0.015418767929077148
110.25,-0.2194543182849884
110.5,-0.4655110538005829
110.75,-0.6609092950820923
111.0,-0.7392809391021729
111.25,-0.6926116347312927
111.5,-0.560998797416687
111.75,-0.3955194354057312
112.0,-0.2270825356245041
112.25,-0.06348040699958801
112.5,0.09024444222450256
112.75,0.21257728338241577
113.0,0.26806268095970154
113.25,0.23073773086071014
113.5,0.10799163579940796
113.75,-0.05622337758541107
114.0,-0.2023640275001526
114.25,-0.28468602895736694
114.5,-0.28809481859207153
114.75,-0.22422116994857788
115.0,-0.11563143879175186
115.25,0.015919983386993408
115.5,0.14958323538303375
115.75,0.2601979374885559
116.0,0.3197038173675537
116.25,0.3094978332519531
116.5,0.2349015474319458
116.75,0.12784725427627563
117.0,0.03229361027479172
117.25,-0.018551990389823914
117.5,-0.016735270619392395
117.75,0.023670747876167297
118.0,0.08211275935173035
118.25,0.14487126469612122
118.5,0.20614156126976013
118.75,0.260572224855423
119.0,0.2995270788669586
119.25,0.31845593452453613
119.5,0.32837849855422974
119.75,0.3559781610965729
120.0,0.4240853786468506
120.25,0.523637592792511
120.5,0.6015872955322266
120.75,0.5823312401771545
121.0,0.4147757291793823
121.25,0.1132727563381195
121.5,-0.24043914675712585
121.75,-0.5409803986549377
122.0,-0.7205349206924438
122.25,-0.784118115901947
122.5,-0.7929354310035706
122.75,-0.8090168833732605
123.0,-0.8435524702072144
123.25,-0.8485472202301025
123.5,-0.7573117017745972
123.75,-0.541728675365448
124.0,-0.24180057644844055
124.25,0.05451464653015137
124.5,0.2648492157459259
124.75,0.3592603802680969
125.0,0.36836689710617065
125.25,0.3522880971431732
125.5,0.3580358326435089
125.75,0.3964671492576599
126.0,0.4490180015563965
126.25,0.48970791697502136
126.5,0.49994373321533203
126.75,0.46720191836357117
127.0,0.37769174575805664
127.25,0.2191792130470276
127.5,-0.002764936536550522
127.75,-0.24992825090885162
128.0,-0.45758727192878723
128.25,-0.5655736923217773
128.5,-0.5550223588943481
128.75,-0.46226316690444946
129.0,-0.3558928966522217
129.25,-0.2913867235183716
129.5,-0.276123583316803
129.75,-0.2701469659805298
130.0,-0.22019733488559723
130.25,-0.09910547733306885
130.5,0.07930809259414673
130.75,0.2773148715496063
131.0,0.46270883083343506
131.25,0.6229891777038574
131.5,0.7535185813903809
131.75,0.8355976939201355
132.0,0.8313454389572144
132.25,0.7075096368789673
132.5,0.47146865725517273
132.75,0.1864529699087143
133.0,-0.054578498005867004
133.25,-0.1839858442544937
133.5,-0.20401883125305176
133.75,-0.1852855086326599
134.0,-0.21627025306224823
134.25,-0.33916550874710083
134.5,-0.5191075801849365
134.75,-0.6700016260147095
135.0,-0.7175644636154175
135.25,-0.6526643633842468
135.5,-0.5357488393783569
135.75,-0.4505959153175354
136.0,-0.4428711533546448
136.25,-0.48864874243736267
136.5,-0.513800859451294
136.75,-0.4473864436149597
137.0,-0.26931777596473694
137.25,-0.020356982946395874
137.5,0.22776952385902405
137.75,0.4168645739555359
138.0,0.5297467112541199
138.25,0.5863535404205322
138.5,0.6179208755493164
138.75,0.6419283151626587
139.0,0.6546342968940735
139.25,0.6418829560279846
139.5,0.5955179333686829
139.75,0.5218505859375
140.0,0.4374821186065674
140.25,0.3579851984977722
140.5,0.28860872983932495
140.75,0.22288301587104797
141.0,0.14879825711250305
141.25,0.05824562907218933
141.5,-0.04538533091545105
141.75,-0.145258367061615
142.0,-0.2164912074804306
142.25,-0.2378183752298355
142.5,-0.2045203596353531
142.75,-0.13516849279403687
143.0,-0.06616335362195969
143.25,-0.035027455538511276
143.5,-0.06159263104200363
143.75,-0.13942666351795197
144.0,-0.24373149871826172
144.25,-0.3500697910785675
144.5,-0.44942140579223633
144.75,-0.5475489497184753
145.0,-0.6491935849189758
145.25,-0.741051435470581
145.5,-0.78968346118927
145.75,-0.7591198086738586
146.0,-0.6359944343566895
146.25,-0.4422912299633026
146.5,-0.22425544261932373
146.75,-0.024755015969276428
147.0,0.13966214656829834
147.25,0.27931228280067444
147.5,0.40999794006347656
147.75,0.5289347171783447
148.0,0.6099516153335571
148.25,0.62392657995224
148.5,0.5682500004768372
148.75,0.4795157313346863
149.0,0.4155448079109192
149.25,0.4172836244106293
149.5,0.47859424352645874
149.75,0.5474867224693298
150.0,0.5590547919273376
150.25,0.47643357515335083
150.5,0.3104349374771118
150.75,0.10558891296386719
151.0,-0.09385016560554504
151.25,-0.27051353454589844
151.5,-0.43393149971961975
151.75,-0.5977901220321655
152.0,-0.7563520073890686
152.25,-0.880986213684082
152.5,-0.9392595291137695
152.75,-0.9193284511566162
153.0,-0.8380987048149109
153.25,-0.725643515586853
153.5,-0.598946750164032
153.75,-0.44700193405151367
154.0,-0.24023352563381195
154.25,0.042957186698913574
154.5,0.39322540163993835
154.75,0.7684948444366455
155.0,1.1135778427124023
155.25,1.385351300239563
155.5,1.5648483037948608
155.75,1.650303840637207
156.0,1.6411421298980713
156.25,1.5291932821273804
156.5,1.3053666353225708
156.75,0.9752662777900696
157.0,0.5692917704582214
157.25,0.13717436790466309
157.5,-0.26942160725593567
157.75,-0.6136839389801025
158.0,-0.8784326314926147
158.25,-1.0593831539154053
158.5,-1.1567373275756836
158.75,-1.1751675605773926
159.0,-1.1318633556365967
159.25,-1.0620838403701782
159.5,-1.0110119581222534
159.75,-1.0116755962371826
160.0,-1.0624449253082275
160.25,-1.1218235492706299
160.5,-1.1282057762145996
160.75,-1.0343563556671143
161.0,-0.8347522020339966
161.25,-0.5675797462463379
161.5,-0.2908358573913574
161.75,-0.04936899244785309
162.0,0.14453724026679993
162.25,0.3062483072280884
162.5,0.45657625794410706
162.75,0.601591169834137
163.0,0.7295108437538147
163.25,0.8249459266662598
163.5,0.8861519694328308
163.75,0.9293680191040039
164.0,0.9755871295928955
164.25,1.0305320024490356
164.5,1.0749356746673584
164.75,1.0746073722839355
165.0,1.003955602645874
165.25,0.8654273748397827
165.5,0.6896847486495972
165.75,0.5156376957893372
166.0,0.364940881729126
166.25,0.22979173064231873
166.5,0.08325010538101196
166.75,-0.09577876329421997
167.0,-0.3012915849685669
167.25,-0.49846500158309937
167.5,-0.6424300074577332
167.75,-0.7042480707168579
168.0,-0.686045229434967
168.25,-0.616492509841919
168.5,-0.5319674611091614
168.75,-0.4581589102745056
169.0,-0.40411150455474854
169.25,-0.3696148693561554
169.5,-0.3563130795955658
169.75,-0.37137240171432495
170.0,-0.420322984457016
170.25,-0.49583345651626587
170.5,-0.5732120275497437
170.75,-0.6182315349578857
171.0,-0.602973222732544
171.25,-0.5189673900604248
171.5,-0.37893614172935486
171.75,-0.20693059265613556
172.0,-0.02496054768562317
172.25,0.15451858937740326
172.5,0.32623714208602905
172.75,0.48407667875289917
173.0,0.6151012778282166
173.25,0.7012230157852173
173.5,0.7274526357650757
173.75,0.6911128163337708
174.0,0.6057930588722229
174.25,0.49764493107795715
174.5,0.3957778811454773
174.75,0.3211458921432495
175.0,0.27841663360595703
175.25,0.2543759346008301
175.5,0.2245228886604309
175.75,0.1665789783000946
176.0,0.07546555995941162
176.25,-0.02877756953239441
176.5,-0.10728201270103455
176.75,-0.12273114919662476
177.0,-0.06369665265083313
177.25,0.04260393977165222
177.5,0.1400153636932373
177.75,0.1726284623146057
178.0,0.11649399995803833
178.25,-0.006739288568496704
178.5,-0.14383572340011597
178.75,-0.24275273084640503
179.0,-0.28219130635261536
179.25,-0.2787858545780182
179.5,-0.2689804434776306
179.75,-0.2807084321975708
180.0,-0.315593957901001
180.25,-0.35262587666511536
180.5,-0.36702436208724976
180.75,-0.34801411628723145
181.0,-0.30299845337867737
181.25,-0.24899905920028687
181.5,-0.2022022008895874
181.75,-0.17493483424186707
182.0,-0.1787744164466858
182.25,-0.22450518608093262
182.5,-0.3127177059650421
182.75,-0.42093586921691895
183.0,-0.5018689632415771
183.25,-0.5022153258323669
183.5,-0.39432939887046814
183.75,-0.19827604293823242
184.0,0.025718510150909424
184.25,0.21366232633590698
184.5,0.3382297456264496
184.75,0.4224907457828522
185.0,0.514621913433075
185.25,0.6423847675323486
185.5,0.7833535075187683
185.75,0.8761463761329651
186.0,0.8650741577148438
186.25,0.7433624267578125
186.5,0.560204029083252
186.75,0.3862585127353668
187.0,0.2663164734840393
187.25,0.19794832170009613
187.5,0.15212605893611908
187.75,0.11448720097541809
188.0,0.1068379282951355
188.25,0.16526317596435547
188.5,0.2910444140434265
188.75,0.41941773891448975
189.0,0.44217008352279663
189.25,0.2773352265357971
189.5,-0.06318637728691101
189.75,-0.46326854825019836
190.0,-0.7652386426925659
190.25,-0.8663368821144104
190.5,-0.7808820009231567
190.75,-0.6234596967697144
191.0,-0.5255537033081055
191.25,-0.546683669090271
191.5,-0.6429288387298584
191.75,-0.7108242511749268
192.0,-0.6683171987533569
192.25,-0.5106247067451477
192.5,-0.3034288287162781
192.75,-0.1267358660697937
193.0,-0.018511779606342316
193.25,0.03923666477203369
193.5,0.08833165466785431
193.75,0.15045174956321716
194.0,0.21059612929821014
194.25,0.23907972872257233
194.5,0.22751720249652863
194.75,0.20343828201293945
195.0,0.20911681652069092
195.25,0.2637999951839447
195.5,0.34386497735977173
195.75,0.399699866771698
196.0,0.3953891396522522
196.25,0.337115079164505
196.5,0.26576992869377136
196.75,0.22049495577812195
197.0,0.20499631762504578
197.25,0.18584296107292175
197.5,0.1240496039390564
197.75,0.012405574321746826
198.0,-0.11390304565429688
198.25,-0.2027803659439087
198.5,-0.22523972392082214
198.75,-0.19627618789672852
199.0,-0.1593204289674759
199.25,-0.14802275598049164
199.5,-0.157784566283226
199.75,-0.15075518190860748
200.0,-0.08955414593219757
200.25,0.02850664034485817
200.5,0.16461874544620514
200.75,0.26373976469039917
201.0,0.29089683294296265
201.25,0.2503230571746826
201.5,0.1751573085784912
201.75,0.09954918920993805
202.0,0.0372241735458374
202.25,-0.01835568994283676
202.5,-0.07695254683494568
202.75,-0.13586558401584625
203.0,-0.17975732684135437
203.25,-0.1943899542093277
203.5,-0.17989708483219147
203.75,-0.15080983936786652
204.0,-0.12324924021959305
204.25,-0.10164190828800201
204.5,-0.07739066332578659
204.75,-0.04031739383935928
205.0,0.00800226628780365
205.25,0.0515555739402771
205.5,0.07039999961853027
205.75,0.055368244647979736
206.0,0.014604806900024414
206.25,-0.03251257538795471
206.5,-0.06776812672615051
206.75,-0.08218273520469666
207.0,-0.07491797208786011
207.25,-0.047232747077941895
207.5,0.0003796517848968506
207.75,0.06481249630451202
208.0,0.13559959828853607
208.25,0.19630028307437897
208.5,0.23354977369308472
208.75,0.2465783953666687
209.0,0.24756330251693726
209.25,0.25033068656921387
209.5,0.2559788227081299
209.75,0.24817810952663422
210.0,0.20389649271965027
210.25,0.11193490773439407
210.5,-0.015787865966558456
210.75,-0.1501844823360443
211.0,-0.2638356685638428
211.25,-0.34756016731262207
211.5,-0.41127312183380127
211.75,-0.46921151876449585
212.0,-0.5228126645088196
212.25,-0.5563488006591797
212.5,-0.5490248203277588
212.75,-0.49291568994522095
213.0,-0.40117472410202026
213.25,-0.2995818853378296
213.5,-0.20885786414146423
213.75,-0.13248419761657715
214.0,-0.05920767784118652
214.25,0.023723095655441284
214.5,0.11901605129241943
214.75,0.2187303900718689
215.0,0.3125160336494446
215.25,0.39455628395080566
215.5,0.4615640342235565
215.75,0.5049002170562744
216.0,0.5075845122337341
216.25,0.453683078289032
216.5,0.34533101320266724
216.75,0.21290525794029236
217.0,0.10663172602653503
217.25,0.0719342827796936
217.5,0.12477833032608032
217.75,0.24426977336406708
218.0,0.3867202699184418
218.25,0.5090954303741455
218.5,0.5841650366783142
218.75,0.5995994210243225
219.0,0.5488237142562866
219.25,0.4281904399394989
219.5,0.24629628658294678
219.75,0.035242751240730286
220.0,-0.15331582725048065
220.25,-0.273931622505188
220.5,-0.32040584087371826
220.75,-0.3392464518547058
221.0,-0.4061136841773987
221.25,-0.574998140335083
221.5,-0.8336663246154785
221.75,-1.0990241765975952
222.0,-1.2596445083618164
222.25,-1.2390269041061401
222.5,-1.0374705791473389
222.75,-0.7258594036102295
223.0,-0.39898186922073364
223.25,-0.12311951816082001
223.5,0.08709831535816193
223.75,0.2532827854156494
224.0,0.39897435903549194
224.25,0.526746392250061
224.5,0.6219935417175293
224.75,0.6738808155059814
225.0,0.6901611089706421
225.25,0.6910728216171265
225.5,0.6887168288230896
225.75,0.6725574135780334
226.0,0.6163907051086426
226.25,0.5021505355834961
226.5,0.33961284160614014
226.75,0.16324502229690552
227.0,0.006936237215995789
227.25,-0.12278113514184952
227.5,-0.25115153193473816
227.75,-0.41102343797683716
228.0,-0.6075148582458496
228.25,-0.7999763488769531
228.5,-0.9177427291870117
228.75,-0.9010823965072632
229.0,-0.7391904592514038
229.25,-0.4788998067378998
229.5,-0.19868485629558563
229.75,0.03337477147579193
230.0,0.18935537338256836
230.25,0.28205013275146484
230.5,0.34109461307525635
230.75,0.3856532573699951
231.0,0.4135565459728241
231.25,0.4116697311401367
231.5,0.3753451704978943
231.75,0.3191905617713928
232.0,0.26987355947494507
232.25,0.24687722325325012
232.5,0.2470066100358963
232.75,0.24581584334373474
233.0,0.21627607941627502
233.25,0.15158459544181824
233.5,0.07473387569189072
233.75,0.025873452425003052
234.0,0.03400567173957825
234.25,0.09187009930610657
234.5,0.15299192070960999
234.75,0.15664762258529663
235.0,0.06776933372020721
235.25,-0.09332099556922913
235.5,-0.25266340374946594
235.75,-0.318931519985199
236.0,-0.2348475605249405
236.25,-0.01332072913646698
236.5,0.26417937874794006
236.75,0.4866810739040375
237.0,0.5668888688087463
237.25,0.47790107131004333
237.5,0.2551558017730713
237.75,-0.031381756067276
238.0,-0.3125469982624054
238.25,-0.5409405827522278
238.5,-0.6908595561981201
238.75,-0.7482160925865173
239.0,-0.706278383731842
239.25,-0.5735106468200684
239.5,-0.3842875361442566
239.75,-0.19702856242656708
240.0,-0.07306486368179321
240.25,-0.04630538821220398
240.5,-0.10436943173408508
240.75,-0.19600161910057068
241.0,-0.26140096783638
241.25,-0.2655312418937683
241.5,-0.2126399278640747
241.75,-0.13467758893966675
242.0,-0.06529541313648224
242.25,-0.01972232758998871
242.5,0.006556913256645203
242.75,0.024120643734931946
243.0,0.03589735925197601
243.25,0.03611041605472565
243.5,0.021274566650390625
243.75,0.0012790262699127197
244.0,-0.0015800297260284424
244.25,0.03345784544944763
244.5,0.109752357006073
244.75,0.20898477733135223
245.0,0.3025191128253937
245.25,0.3697521984577179
245.5,0.40917831659317017
245.75,0.43448537588119507
246.0,0.4602912664413452
246.25,0.4900140166282654
246.5,0.5153302550315857
246.75,0.5258987545967102
247.0,0.5192663669586182
247.25,0.5013417601585388
247.5,0.47702938318252563
247.75,0.4400314688682556
248.0,0.37254607677459717
248.25,0.2576349973678589
248.5,0.09632475674152374
248.75,-0.08371483534574509
249.0,-0.23600496351718903
249.25,-0.3167016804218292
249.5,-0.3071332275867462
249.75,-0.2241407036781311
250.0,-0.11233876645565033
250.25,-0.02332158386707306
250.5,0.006217896938323975
250.75,-0.033896833658218384
251.0,-0.13028523325920105
251.25,-0.25910085439682007
251.5,-0.39948374032974243
251.75,-0.5388941764831543
252.0,-0.6682314872741699
252.25,-0.7728356122970581
252.5,-0.8290612697601318
252.75,-0.8128355741500854
253.0,-0.7170516848564148
253.25,-0.5655782222747803
253.5,-0.4104143977165222
253.75,-0.30781158804893494
254.0,-0.28466498851776123
254.25,-0.3165481686592102
254.5,-0.3351605534553528
254.75,-0.26517486572265625
255.0,-0.07014903426170349
255.25,0.22131040692329407
255.5,0.5268104672431946
255.75,0.7528449296951294
256.0,0.8422791957855225
256.25,0.7981700897216797
256.5,0.6721940636634827
256.75,0.5297812223434448
257.0,0.4167451858520508
257.25,0.3464926481246948
257.5,0.30907315015792847
257.75,0.2885589599609375
258.0,0.27424171566963196
258.25,0.2616397738456726
258.5,0.24994686245918274
258.75,0.24309870600700378
259.0,0.25313079357147217
259.25,0.29729050397872925
259.5,0.38366618752479553
259.75,0.4926644563674927
260.0,0.5713123679161072
